section,category,metric,type,date,value,publish_date
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-05-24T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-05-25T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-05-26T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-05-27T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-05-28T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-05-29T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-05-30T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-05-31T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-01T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-02T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-03T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-04T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-05T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-06T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-07T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-08T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-09T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-10T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-11T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-12T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-13T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-14T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-15T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-16T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-17T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-18T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-19T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-20T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-21T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-22T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-23T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-24T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-25T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-26T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-27T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-28T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-29T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-06-30T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-01T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-02T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-03T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-04T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-05T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-06T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-07T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-08T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-09T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-10T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-11T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-12T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-13T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-14T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-15T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-16T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-17T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-18T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-19T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-20T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-21T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-22T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-23T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-24T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-25T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-26T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-27T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-28T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-29T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-30T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-07-31T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-01T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-02T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-03T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-04T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-05T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-06T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-07T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-08T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-09T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-10T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-11T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-12T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-13T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-14T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-15T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-16T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-17T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-18T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-19T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-20T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-21T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-22T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-23T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-24T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-25T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-26T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-27T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-28T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-29T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-30T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-08-31T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-01T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-02T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-03T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-04T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-05T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-06T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-07T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-08T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-09T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-10T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-11T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-12T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-13T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-14T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-15T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-16T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-17T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-18T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-19T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-20T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-21T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-22T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-23T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-24T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-25T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-26T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-27T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-28T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-29T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-09-30T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-01T00:00:00Z,8,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-02T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-03T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-04T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-05T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-06T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-07T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-08T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-09T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-10T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-11T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-12T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-13T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-14T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-15T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-16T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-17T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-18T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-19T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-20T00:00:00Z,4,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-21T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-22T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-23T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-24T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-25T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-26T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-27T00:00:00Z,4,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-28T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-29T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-30T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-10-31T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-01T00:00:00Z,9,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-02T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-03T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-04T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-05T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-06T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-07T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-08T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-09T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-10T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-11T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-12T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-13T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-14T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-15T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-16T00:00:00Z,7,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-17T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-18T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-19T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-20T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-21T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-22T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-23T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-24T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-25T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-26T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-27T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-28T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-29T00:00:00Z,4,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-11-30T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-01T00:00:00Z,4,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-02T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-03T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-04T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-05T00:00:00Z,10,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-06T00:00:00Z,7,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-07T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-08T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-09T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-10T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-11T00:00:00Z,6,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-12T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-13T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-14T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-15T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-16T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-17T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-18T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-19T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-20T00:00:00Z,4,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-21T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-22T00:00:00Z,4,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-23T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-24T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-25T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-26T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-27T00:00:00Z,4,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-28T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-29T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-30T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2021-12-31T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-01T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-02T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-03T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-04T00:00:00Z,0,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-05T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-06T00:00:00Z,5,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-07T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-08T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-09T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-10T00:00:00Z,1,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-11T00:00:00Z,3,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-12T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-13T00:00:00Z,2,2023-05-09
Vaccine Administration,Administration,Daily Counts,"Omicron Doses, Pfizer",2022-01-14T00:00:00Z,6,2023-05-09
