section,category,metric,type,date,value
Vaccine Administration,Administration,Daily,Pfizer,2021-03-29,22056
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-29,27
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-03-29,7069
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-03-29,76
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-03-29,3167
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-03-29,3590
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-03-29,224
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-03-29,224
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-03-29,2
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-03-29,126
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-03-29,91
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-03-29,5
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-03-29,2756303
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-03-29,64631
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-03-29,1304796
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-03-29,1384039
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-03-29,1859
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-03-29,43328
Vaccine Administration,Administration_Series,Daily,Janssen,2021-03-29,411
Vaccine Administration,Administration_Series,Daily,Moderna,2021-03-29,20921
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-03-29,21965
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-03-29,22
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-30,2814498
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-30,65626
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-30,1331048
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-30,1414718
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-30,2103
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-30,51126
Vaccine Administration,Administration,Daily,Janssen,2021-03-30,919
Vaccine Administration,Administration,Daily,Moderna,2021-03-30,23085
Vaccine Administration,Administration,Daily,Pfizer,2021-03-30,27089
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-30,20
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-03-30,7257
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-03-30,80
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-03-30,3241
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-03-30,3698
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-03-30,226
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-03-30,188
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-03-30,4
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-03-30,74
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-03-30,108
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-03-30,2
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-03-30,2807241
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-03-30,65546
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-03-30,1327807
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-03-30,1411020
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-03-30,1877
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-03-30,50938
Vaccine Administration,Administration_Series,Daily,Janssen,2021-03-30,915
Vaccine Administration,Administration_Series,Daily,Moderna,2021-03-30,23011
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-03-30,26981
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-03-30,18
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-03-31,2868828
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-03-31,67338
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-03-31,1360127
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-03-31,1438223
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-03-31,2128
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-03-31,54330
Vaccine Administration,Administration,Daily,Janssen,2021-03-31,1712
Vaccine Administration,Administration,Daily,Moderna,2021-03-31,29079
Vaccine Administration,Administration,Daily,Pfizer,2021-03-31,23505
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-03-31,25
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-03-31,7456
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-03-31,89
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-03-31,3357
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-03-31,3771
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-03-31,227
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-03-31,199
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-03-31,9
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-03-31,116
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-03-31,73
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-03-31,1
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-03-31,2861372
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-03-31,67249
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-03-31,1356770
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-03-31,1434452
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-03-31,1901
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-03-31,54131
Vaccine Administration,Administration_Series,Daily,Janssen,2021-03-31,1703
Vaccine Administration,Administration_Series,Daily,Moderna,2021-03-31,28963
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-03-31,23432
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-03-31,24
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-04-01,2942873
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-04-01,70501
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-04-01,1391287
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-04-01,1477818
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-04-01,2219
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-04-01,74045
Vaccine Administration,Administration,Daily,Janssen,2021-04-01,3163
Vaccine Administration,Administration,Daily,Moderna,2021-04-01,31160
Vaccine Administration,Administration,Daily,Pfizer,2021-04-01,39595
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-04-01,91
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-04-01,8033
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-04-01,116
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-04-01,3640
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-04-01,4020
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-04-01,240
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-04-01,577
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-04-01,27
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-04-01,283
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-04-01,249
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-04-01,13
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-04-01,2934840
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-04-01,70385
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-04-01,1387647
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-04-01,1473798
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-04-01,1979
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-04-01,73468
Vaccine Administration,Administration_Series,Daily,Janssen,2021-04-01,3136
Vaccine Administration,Administration_Series,Daily,Moderna,2021-04-01,30877
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-04-01,39346
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-04-01,78
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-04-02,3020203
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-04-02,74641
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-04-02,1423675
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-04-02,1518472
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-04-02,2353
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-04-02,77330
Vaccine Administration,Administration,Daily,Janssen,2021-04-02,4140
Vaccine Administration,Administration,Daily,Moderna,2021-04-02,32388
Vaccine Administration,Administration,Daily,Pfizer,2021-04-02,40654
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-04-02,134
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-04-02,8223
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-04-02,124
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-04-02,3729
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-04-02,4105
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-04-02,248
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-04-02,190
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-04-02,8
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-04-02,89
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-04-02,85
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-04-02,8
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-04-02,3011980
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-04-02,74517
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-04-02,1419946
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-04-02,1514367
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-04-02,2105
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-04-02,77140
Vaccine Administration,Administration_Series,Daily,Janssen,2021-04-02,4132
Vaccine Administration,Administration_Series,Daily,Moderna,2021-04-02,32299
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-04-02,40569
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-04-02,126
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-04-03,3079068
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-04-03,79023
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-04-03,1447183
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-04-03,1549425
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-04-03,2371
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-04-03,58865
Vaccine Administration,Administration,Daily,Janssen,2021-04-03,4382
Vaccine Administration,Administration,Daily,Moderna,2021-04-03,23508
Vaccine Administration,Administration,Daily,Pfizer,2021-04-03,30953
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-04-03,18
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-04-03,8330
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-04-03,131
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-04-03,3785
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-04-03,4146
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-04-03,250
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-04-03,107
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-04-03,7
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-04-03,56
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-04-03,41
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-04-03,2
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-04-03,3070738
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-04-03,78892
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-04-03,1443398
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-04-03,1545279
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-04-03,2121
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-04-03,58758
Vaccine Administration,Administration_Series,Daily,Janssen,2021-04-03,4375
Vaccine Administration,Administration_Series,Daily,Moderna,2021-04-03,23452
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-04-03,30912
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-04-03,16
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-04-04,3091182
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-04-04,80186
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-04-04,1454980
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-04-04,1552576
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-04-04,2372
Vaccine Administration,Administration,Cumulative Weekly,All COVID Vaccines,2021-04-04,3515692
Vaccine Administration,Administration,Cumulative Weekly,Janssen,2021-04-04,143208
Vaccine Administration,Administration,Cumulative Weekly,Moderna,2021-04-04,1614136
Vaccine Administration,Administration,Cumulative Weekly,Pfizer,2021-04-04,1754600
Vaccine Administration,Administration,Cumulative Weekly,Unspecified COVID Vaccine,2021-04-04,2552
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-04-04,12114
Vaccine Administration,Administration,Daily,Janssen,2021-04-04,1163
Vaccine Administration,Administration,Daily,Moderna,2021-04-04,7797
Vaccine Administration,Administration,Daily,Pfizer,2021-04-04,3151
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-04-04,1
Vaccine Administration,Administration,Weekly,All COVID Vaccines,2021-04-04,436551
Vaccine Administration,Administration,Weekly,Janssen,2021-04-04,64185
Vaccine Administration,Administration,Weekly,Moderna,2021-04-04,166953
Vaccine Administration,Administration,Weekly,Pfizer,2021-04-04,205175
Vaccine Administration,Administration,Weekly,Unspecified COVID Vaccine,2021-04-04,181
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-04-04,8386
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-04-04,136
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-04-04,3818
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-04-04,4164
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-04-04,250
Vaccine Administration,Administration_Additional,Cumulative Weekly,All COVID Vaccines,2021-04-04,9630
Vaccine Administration,Administration_Additional,Cumulative Weekly,Janssen,2021-04-04,246
Vaccine Administration,Administration_Additional,Cumulative Weekly,Moderna,2021-04-04,4293
Vaccine Administration,Administration_Additional,Cumulative Weekly,Pfizer,2021-04-04,4785
Vaccine Administration,Administration_Additional,Cumulative Weekly,Unspecified COVID Vaccine,2021-04-04,281
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-04-04,56
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-04-04,5
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-04-04,33
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-04-04,18
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-04-04,0
Vaccine Administration,Administration_Additional,Weekly,All COVID Vaccines,2021-04-04,1298
Vaccine Administration,Administration_Additional,Weekly,Janssen,2021-04-04,115
Vaccine Administration,Administration_Additional,Weekly,Moderna,2021-04-04,508
Vaccine Administration,Administration_Additional,Weekly,Pfizer,2021-04-04,639
Vaccine Administration,Administration_Additional,Weekly,Unspecified COVID Vaccine,2021-04-04,31
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-04-04,3082796
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-04-04,80050
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-04-04,1451162
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-04-04,1548412
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-04-04,2122
Vaccine Administration,Administration_Series,Cumulative Weekly,All COVID Vaccines,2021-04-04,3506062
Vaccine Administration,Administration_Series,Cumulative Weekly,Janssen,2021-04-04,142962
Vaccine Administration,Administration_Series,Cumulative Weekly,Moderna,2021-04-04,1609843
Vaccine Administration,Administration_Series,Cumulative Weekly,Pfizer,2021-04-04,1749815
Vaccine Administration,Administration_Series,Cumulative Weekly,Unspecified COVID Vaccine,2021-04-04,2271
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-04-04,12058
Vaccine Administration,Administration_Series,Daily,Janssen,2021-04-04,1158
Vaccine Administration,Administration_Series,Daily,Moderna,2021-04-04,7764
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-04-04,3133
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-04-04,1
Vaccine Administration,Administration_Series,Weekly,All COVID Vaccines,2021-04-04,435253
Vaccine Administration,Administration_Series,Weekly,Janssen,2021-04-04,64070
Vaccine Administration,Administration_Series,Weekly,Moderna,2021-04-04,166445
Vaccine Administration,Administration_Series,Weekly,Pfizer,2021-04-04,204536
Vaccine Administration,Administration_Series,Weekly,Unspecified COVID Vaccine,2021-04-04,150
Vaccine Administration,Distribution,Cumulative Weekly,All COVID Vaccines,2021-04-04,3169485
Vaccine Administration,Distribution,Cumulative Weekly,Janssen,2021-04-04,177600
Vaccine Administration,Distribution,Cumulative Weekly,Moderna,2021-04-04,1482000
Vaccine Administration,Distribution,Cumulative Weekly,Pfizer,2021-04-04,1509885
Vaccine Administration,Distribution,Weekly,All COVID Vaccines,2021-04-04,292490
Vaccine Administration,Distribution,Weekly,Janssen,2021-04-04,9700
Vaccine Administration,Distribution,Weekly,Moderna,2021-04-04,110800
Vaccine Administration,Distribution,Weekly,Pfizer,2021-04-04,171990
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-04-05,3149615
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-04-05,89097
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-04-05,1477675
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-04-05,1579360
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-04-05,2409
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-04-05,58433
Vaccine Administration,Administration,Daily,Janssen,2021-04-05,8911
Vaccine Administration,Administration,Daily,Moderna,2021-04-05,22695
Vaccine Administration,Administration,Daily,Pfizer,2021-04-05,26784
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-04-05,37
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-04-05,8583
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-04-05,155
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-04-05,3909
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-04-05,4236
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-04-05,263
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-04-05,197
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-04-05,19
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-04-05,91
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-04-05,72
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-04-05,13
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-04-05,3141032
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-04-05,88942
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-04-05,1473766
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-04-05,1575124
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-04-05,2146
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-04-05,58236
Vaccine Administration,Administration_Series,Daily,Janssen,2021-04-05,8892
Vaccine Administration,Administration_Series,Daily,Moderna,2021-04-05,22604
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-04-05,26712
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-04-05,24
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-04-06,3212287
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-04-06,97019
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-04-06,1505417
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-04-06,1606342
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-04-06,2434
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-04-06,62672
Vaccine Administration,Administration,Daily,Janssen,2021-04-06,7922
Vaccine Administration,Administration,Daily,Moderna,2021-04-06,27742
Vaccine Administration,Administration,Daily,Pfizer,2021-04-06,26982
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-04-06,25
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-04-06,8775
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-04-06,173
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-04-06,3997
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-04-06,4320
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-04-06,265
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-04-06,192
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-04-06,18
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-04-06,88
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-04-06,84
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-04-06,2
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-04-06,3203512
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-04-06,96846
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-04-06,1501420
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-04-06,1602022
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-04-06,2169
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-04-06,62480
Vaccine Administration,Administration_Series,Daily,Janssen,2021-04-06,7904
Vaccine Administration,Administration_Series,Daily,Moderna,2021-04-06,27654
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-04-06,26898
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-04-06,23
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-04-07,3281632
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-04-07,112208
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-04-07,1531931
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-04-07,1633946
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-04-07,2469
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-04-07,69345
Vaccine Administration,Administration,Daily,Janssen,2021-04-07,15189
Vaccine Administration,Administration,Daily,Moderna,2021-04-07,26514
Vaccine Administration,Administration,Daily,Pfizer,2021-04-07,27604
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-04-07,35
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-04-07,8973
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-04-07,196
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-04-07,4072
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-04-07,4419
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-04-07,266
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-04-07,198
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-04-07,23
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-04-07,75
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-04-07,99
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-04-07,1
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-04-07,3272659
Vaccine Administration,Administration_Series,Cumulative Daily,Janssen,2021-04-07,112012
Vaccine Administration,Administration_Series,Cumulative Daily,Moderna,2021-04-07,1527859
Vaccine Administration,Administration_Series,Cumulative Daily,Pfizer,2021-04-07,1629527
Vaccine Administration,Administration_Series,Cumulative Daily,Unspecified COVID Vaccine,2021-04-07,2203
Vaccine Administration,Administration_Series,Daily,All COVID Vaccines,2021-04-07,69147
Vaccine Administration,Administration_Series,Daily,Janssen,2021-04-07,15166
Vaccine Administration,Administration_Series,Daily,Moderna,2021-04-07,26439
Vaccine Administration,Administration_Series,Daily,Pfizer,2021-04-07,27505
Vaccine Administration,Administration_Series,Daily,Unspecified COVID Vaccine,2021-04-07,34
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,2021-04-08,3363953
Vaccine Administration,Administration,Cumulative Daily,Janssen,2021-04-08,123849
Vaccine Administration,Administration,Cumulative Daily,Moderna,2021-04-08,1564966
Vaccine Administration,Administration,Cumulative Daily,Pfizer,2021-04-08,1671551
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,2021-04-08,2495
Vaccine Administration,Administration,Daily,All COVID Vaccines,2021-04-08,82321
Vaccine Administration,Administration,Daily,Janssen,2021-04-08,11641
Vaccine Administration,Administration,Daily,Moderna,2021-04-08,33035
Vaccine Administration,Administration,Daily,Pfizer,2021-04-08,37605
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,2021-04-08,26
Vaccine Administration,Administration_Additional,Cumulative Daily,All COVID Vaccines,2021-04-08,9202
Vaccine Administration,Administration_Additional,Cumulative Daily,Janssen,2021-04-08,215
Vaccine Administration,Administration_Additional,Cumulative Daily,Moderna,2021-04-08,4169
Vaccine Administration,Administration_Additional,Cumulative Daily,Pfizer,2021-04-08,4527
Vaccine Administration,Administration_Additional,Cumulative Daily,Unspecified COVID Vaccine,2021-04-08,270
Vaccine Administration,Administration_Additional,Daily,All COVID Vaccines,2021-04-08,229
Vaccine Administration,Administration_Additional,Daily,Janssen,2021-04-08,19
Vaccine Administration,Administration_Additional,Daily,Moderna,2021-04-08,97
Vaccine Administration,Administration_Additional,Daily,Pfizer,2021-04-08,108
Vaccine Administration,Administration_Additional,Daily,Unspecified COVID Vaccine,2021-04-08,4
Vaccine Administration,Administration_Series,Cumulative Daily,All COVID Vaccines,2021-04-08,3354751
