section,category,metric,type,date,value,publish_date
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-05T00:00:00Z,9016,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-06T00:00:00Z,8073,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-07T00:00:00Z,15312,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-08T00:00:00Z,11766,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-09T00:00:00Z,13020,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-10T00:00:00Z,6557,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-11T00:00:00Z,1698,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-12T00:00:00Z,8079,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-13T00:00:00Z,239,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-14T00:00:00Z,73,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-15T00:00:00Z,90,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-16T00:00:00Z,30,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-17T00:00:00Z,4,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-18T00:00:00Z,11,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-19T00:00:00Z,58,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-20T00:00:00Z,91,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-21T00:00:00Z,39,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-22T00:00:00Z,13,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-23T00:00:00Z,22,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-24T00:00:00Z,37,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-25T00:00:00Z,5,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-26T00:00:00Z,106,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-27T00:00:00Z,430,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-28T00:00:00Z,674,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-29T00:00:00Z,773,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-04-30T00:00:00Z,1389,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-01T00:00:00Z,675,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-02T00:00:00Z,417,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-03T00:00:00Z,1063,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-04T00:00:00Z,1474,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-05T00:00:00Z,1589,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-06T00:00:00Z,1734,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-07T00:00:00Z,1663,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-08T00:00:00Z,1248,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-09T00:00:00Z,471,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-10T00:00:00Z,1141,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-11T00:00:00Z,1466,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-12T00:00:00Z,1718,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-13T00:00:00Z,1523,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-14T00:00:00Z,1798,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-15T00:00:00Z,1414,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-16T00:00:00Z,850,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-17T00:00:00Z,1468,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-18T00:00:00Z,1619,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-19T00:00:00Z,1588,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-20T00:00:00Z,1717,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-21T00:00:00Z,1661,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-22T00:00:00Z,1010,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-23T00:00:00Z,684,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-24T00:00:00Z,1537,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-25T00:00:00Z,1430,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-26T00:00:00Z,1602,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-27T00:00:00Z,1795,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-28T00:00:00Z,1652,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-29T00:00:00Z,786,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-30T00:00:00Z,504,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-05-31T00:00:00Z,386,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-01T00:00:00Z,1306,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-02T00:00:00Z,1293,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-03T00:00:00Z,1098,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-04T00:00:00Z,1134,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-05T00:00:00Z,839,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-06T00:00:00Z,460,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-07T00:00:00Z,1081,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-08T00:00:00Z,896,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-09T00:00:00Z,917,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-10T00:00:00Z,946,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-11T00:00:00Z,1015,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-12T00:00:00Z,577,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-13T00:00:00Z,365,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-14T00:00:00Z,853,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-15T00:00:00Z,690,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-16T00:00:00Z,688,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-17T00:00:00Z,690,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-18T00:00:00Z,789,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-19T00:00:00Z,430,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-20T00:00:00Z,253,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-21T00:00:00Z,732,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-22T00:00:00Z,756,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-23T00:00:00Z,724,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-24T00:00:00Z,581,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-25T00:00:00Z,646,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-26T00:00:00Z,426,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-27T00:00:00Z,233,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-28T00:00:00Z,630,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-29T00:00:00Z,648,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-06-30T00:00:00Z,627,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-01T00:00:00Z,525,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-02T00:00:00Z,512,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-03T00:00:00Z,260,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-04T00:00:00Z,134,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-05T00:00:00Z,293,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-06T00:00:00Z,459,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-07T00:00:00Z,624,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-08T00:00:00Z,570,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-09T00:00:00Z,570,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-10T00:00:00Z,261,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-11T00:00:00Z,220,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-12T00:00:00Z,421,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-13T00:00:00Z,395,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-14T00:00:00Z,351,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-15T00:00:00Z,355,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-16T00:00:00Z,365,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-17T00:00:00Z,226,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-18T00:00:00Z,170,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-19T00:00:00Z,376,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-20T00:00:00Z,341,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-21T00:00:00Z,408,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-22T00:00:00Z,523,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-23T00:00:00Z,450,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-24T00:00:00Z,383,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-25T00:00:00Z,246,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-26T00:00:00Z,428,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-27T00:00:00Z,558,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-28T00:00:00Z,575,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-29T00:00:00Z,733,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-30T00:00:00Z,818,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-07-31T00:00:00Z,456,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-01T00:00:00Z,274,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-02T00:00:00Z,563,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-03T00:00:00Z,634,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-04T00:00:00Z,541,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-05T00:00:00Z,593,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-06T00:00:00Z,640,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-07T00:00:00Z,377,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-08T00:00:00Z,209,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-09T00:00:00Z,531,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-10T00:00:00Z,590,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-11T00:00:00Z,662,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-12T00:00:00Z,750,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-13T00:00:00Z,641,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-14T00:00:00Z,518,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-15T00:00:00Z,247,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-16T00:00:00Z,520,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-17T00:00:00Z,640,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-18T00:00:00Z,770,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-19T00:00:00Z,793,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-20T00:00:00Z,792,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-21T00:00:00Z,329,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-22T00:00:00Z,220,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-23T00:00:00Z,452,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-24T00:00:00Z,553,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-25T00:00:00Z,697,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-26T00:00:00Z,666,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-27T00:00:00Z,574,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-28T00:00:00Z,275,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-29T00:00:00Z,170,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-30T00:00:00Z,491,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-08-31T00:00:00Z,467,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-01T00:00:00Z,527,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-02T00:00:00Z,530,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-03T00:00:00Z,603,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-04T00:00:00Z,227,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-05T00:00:00Z,135,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-06T00:00:00Z,96,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-07T00:00:00Z,531,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-08T00:00:00Z,532,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-09T00:00:00Z,590,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-10T00:00:00Z,611,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-11T00:00:00Z,320,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-12T00:00:00Z,174,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-13T00:00:00Z,449,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-14T00:00:00Z,587,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-15T00:00:00Z,426,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-16T00:00:00Z,563,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-17T00:00:00Z,578,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-18T00:00:00Z,188,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-19T00:00:00Z,90,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-20T00:00:00Z,533,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-21T00:00:00Z,453,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-22T00:00:00Z,304,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-23T00:00:00Z,456,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-24T00:00:00Z,360,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-25T00:00:00Z,170,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-26T00:00:00Z,140,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-27T00:00:00Z,405,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-28T00:00:00Z,420,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-29T00:00:00Z,403,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-09-30T00:00:00Z,479,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-01T00:00:00Z,405,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-02T00:00:00Z,199,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-03T00:00:00Z,97,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-04T00:00:00Z,382,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-05T00:00:00Z,365,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-06T00:00:00Z,417,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-07T00:00:00Z,374,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-08T00:00:00Z,405,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-09T00:00:00Z,170,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-10T00:00:00Z,83,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-11T00:00:00Z,322,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-12T00:00:00Z,359,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-13T00:00:00Z,379,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-14T00:00:00Z,428,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-15T00:00:00Z,427,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-16T00:00:00Z,147,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-17T00:00:00Z,70,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-18T00:00:00Z,352,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-19T00:00:00Z,371,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-20T00:00:00Z,394,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-21T00:00:00Z,390,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-22T00:00:00Z,514,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-23T00:00:00Z,493,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-24T00:00:00Z,246,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-25T00:00:00Z,612,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-26T00:00:00Z,780,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-27T00:00:00Z,684,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-28T00:00:00Z,929,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-29T00:00:00Z,812,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-30T00:00:00Z,427,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-10-31T00:00:00Z,207,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-01T00:00:00Z,631,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-02T00:00:00Z,759,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-03T00:00:00Z,820,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-04T00:00:00Z,918,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-05T00:00:00Z,869,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-06T00:00:00Z,374,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-07T00:00:00Z,155,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-08T00:00:00Z,564,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-09T00:00:00Z,677,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-10T00:00:00Z,656,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-11T00:00:00Z,603,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-12T00:00:00Z,781,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-13T00:00:00Z,363,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-14T00:00:00Z,197,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-15T00:00:00Z,565,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-16T00:00:00Z,732,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-17T00:00:00Z,710,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-18T00:00:00Z,771,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-19T00:00:00Z,779,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-20T00:00:00Z,294,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-21T00:00:00Z,175,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-22T00:00:00Z,516,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-23T00:00:00Z,658,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-24T00:00:00Z,527,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-25T00:00:00Z,10,2023-05-08
Vaccine Administration,Administration,Daily Counts,"Primary Series Doses, Janssen",2021-11-26T00:00:00Z,474,2023-05-08
